(4.48, -10.50, -3.08, 100, -5.20)
(8.19, -2.24, -2.66, 100, 1.00)
(11.27, -14.49, 6.86, 100, 1.29)
(0.98, -8.47, -7.56, 100, 1.86)
(0.70, -18.27, -6.09, 100, 1.99)
(12.74, 1.33, 13.09, 100, 1.44)
(14.42, 0.70, 1.54, 100, 1.27)
(1.54, -16.59, -13.02, 100, 1.10)
(2.66, 5.95, 4.13, 100, 0.24)
(-5.88, -22.47, -6.23, 100, -0.25)
(3.64, 1.26, 7.00, 100, -0.82)
(3.71, 1.61, -1.47, 100, -1.42)
(-2.17, -8.61, -5.11, 100, -2.03)
(-2.52, -9.80, -7.28, 100, -2.42)
(3.36, -4.20, -1.89, 100, -3.18)
(5.46, -6.16, 7.77, 100, -3.57)
(-1.05, -8.26, 5.04, 100, -3.90)
(-8.75, -5.18, -5.67, 100, -4.04)
(-10.57, -20.37, -13.09, 100, -4.06)
(-13.30, -9.94, -2.31, 100, -4.29)
(-13.93, -2.66, -2.52, 100, -4.45)
(-25.13, -15.19, -7.14, 100, -4.78)
(11.55, -10.01, 3.57, 100, -5.31)
(18.62, 5.53, 8.12, 100, -5.65)
(15.19, 0.00, -1.33, 100, -5.54)
(-1.12, -15.68, -9.80, 100, -5.42)
(-23.66, -12.04, -5.46, 100, -5.68)
(-15.19, 40.11, 34.72, 100, -5.93)
(-18.13, 12.74, -9.52, 100, -5.27)
(5.74, 2.03, -22.40, 100, -4.75)
(14.91, 8.82, -7.77, 100, -4.68)
(31.78, -13.09, -42.91, 100, -4.28)
(30.73, -18.13, -59.01, 100, -4.63)
(-0.49, -29.96, -77.00, 100, -7.15)
(-22.75, 4.62, -76.02, 100, -11.18)
(-25.06, 12.11, -81.69, 100, -16.24)
(-22.33, -1.89, -94.92, 100, -22.87)
(-8.47, 0.56, -71.47, 100, -30.62)
(-2.31, 3.57, -59.15, 100, -38.65)
(-2.38, 3.22, -61.60, 100, -46.21)
(6.79, -2.59, -58.31, 100, -53.52)
(6.86, -3.29, -61.11, 20, -60.39)
(7.14, -5.04, -62.93, 20, -65.64)
(6.65, -7.77, -62.79, 20, -69.72)
(5.81, -7.84, -58.73, 20, -72.86)
(3.78, -7.07, -56.00, 20, -75.01)
(3.08, -8.68, -56.07, 20, -76.22)
(4.34, -8.68, -56.91, 20, -77.41)
(3.85, -7.84, -54.95, 20, -78.58)
(3.71, -9.17, -56.35, 20, -79.72)
(1.96, -10.43, -59.01, 20, -80.85)
(1.12, -11.69, -60.55, 20, -82.00)
(4.20, -12.04, -53.55, 20, -83.16)
(1.47, -9.66, -51.31, 20, -84.32)
(-3.43, -10.08, -52.01, 20, -85.46)
(-3.50, -10.57, -49.28, 20, -86.59)
(0.91, -11.27, -46.76, 20, -87.68)
(4.69, -10.78, -42.70, 20, -88.71)
(2.38, -9.17, -43.26, 20, -89.70)
(0.63, -8.96, -43.89, 20, -90.66)
(0.07, -9.52, -42.21, 20, -91.58)
(3.01, -6.23, -35.98, 20, -92.48)
(3.85, -6.44, -34.02, 20, -93.33)
(4.76, -7.07, -31.36, 20, -94.14)
(7.14, -6.65, -29.19, 20, -94.90)
(5.11, -4.90, -25.69, 20, -95.61)
(4.27, -4.06, -24.57, 20, -96.24)
(6.02, -3.92, -24.43, 20, -96.83)
(5.46, -2.73, -27.44, 20, -97.37)
(1.19, -2.87, -30.66, 20, -97.90)
