(1.40, -3.85, -0.56)
(1.54, -2.66, 0.56)
(1.82, -6.09, -0.98)
(1.82, -2.24, 0.56)
(1.47, -3.50, -0.56)
(2.31, -3.64, 0.49)
(2.24, -3.92, -0.91)
(1.96, -2.52, 0.28)
(1.75, -3.57, -1.19)
(2.59, -2.31, -0.49)
(3.64, -3.43, -1.33)
(2.45, -2.10, -0.35)
(2.31, -2.45, -0.56)
(2.17, -1.05, -0.28)
(2.73, -2.03, -0.28)
(-0.70, -2.66, -0.56)
(-1.68, -6.09, 0.63)
(7.07, -7.14, -2.10)
(-0.28, 2.31, -2.73)
(-9.87, 3.92, 12.25)
(-15.12, -32.83, -26.39)
(-2.45, -11.62, -38.92)
(-13.37, -7.77, -27.72)
(-12.04, -9.10, -10.50)
(-10.08, 3.57, 15.12)
(16.10, 1.82, 46.55)
(15.47, -7.28, 5.39)
(4.69, -6.51, -3.71)
(23.17, -0.77, -5.39)
(-1.61, 13.58, -11.48)
(-7.14, -12.88, 13.02)
(5.11, -4.83, -18.90)
(-1.47, -16.52, 5.25)
(-44.38, 2.31, 21.84)
(-18.55, 6.79, 5.18)
(-21.42, 5.04, -8.75)
(-35.00, 6.44, -4.13)
(-104.09, -7.63, 23.59)
(-60.34, 10.71, -8.68)
(-37.87, 17.99, -1.05)
(-66.57, 7.35, 12.11)
(20.02, -47.60, 21.14)
(76.58, 7.35, -0.98)
(49.56, -2.73, 2.87)
(40.46, -11.55, 8.05)
(33.18, -0.35, -4.90)
(16.10, -5.39, 12.11)
(5.04, -0.77, -9.03)
(4.69, -25.41, -2.17)
(39.06, -15.26, -33.81)
(44.52, -3.57, -54.60)
(19.04, 3.15, -48.30)
(11.62, -1.61, -64.82)
(18.41, -4.34, -79.59)
(16.31, -0.91, -102.62)
(-1.75, 15.61, -98.21)
(-25.27, -7.00, -99.54)
(0.00, 2.24, -56.28)
(2.45, 3.08, -65.03)
(4.76, 10.92, -58.45)
(8.96, 6.44, -50.47)
(9.03, 7.70, -40.74)
(2.87, -0.21, -23.38)
(1.96, -4.27, -17.50)
(-2.24, -4.62, -9.80)
(-0.35, -1.89, -9.38)
(1.61, -0.28, -10.71)
(2.80, -0.07, -11.62)
(1.82, -0.49, -10.50)
(0.77, -2.10, -9.80)
(-0.42, -2.38, -4.13)
(2.94, 0.28, -8.05)
(3.29, -2.10, -10.92)
(2.73, -0.49, -12.88)
(0.91, -1.12, -11.41)
(3.08, -1.33, -8.26)
(1.96, -3.78, 2.17)
(3.92, -5.11, 8.82)
(1.33, -1.54, -0.28)
(0.28, 0.35, -2.31)
(2.38, -1.33, 0.49)
(1.89, -2.45, 4.06)
(0.07, -3.50, 11.97)
(-3.71, -9.17, 40.67)
(1.82, -5.39, 63.98)
(5.67, -9.03, 99.96)
(5.88, -1.68, 128.24)
(5.60, -12.18, 147.35)
(5.74, -16.66, 109.06)
(-12.04, -30.66, 107.59)
(-46.13, -25.90, 119.56)
(-12.88, -10.36, 83.37)
(-11.76, -2.73, 50.19)
(-3.29, 2.80, 32.20)
(-1.33, -0.49, 22.19)
(-5.39, -2.52, 11.97)
(-2.10, 18.90, -12.67)
(-19.60, -10.22, -9.45)
(-4.55, 0.42, 1.68)
(2.31, -0.07, 7.35)
(2.52, -5.25, 8.96)
(-6.23, -3.92, 12.46)
(-7.77, -0.35, -2.87)
(-2.52, 2.66, -8.54)
(-1.40, 5.60, -2.31)
(6.09, 5.25, -1.96)
(7.77, -3.71, 10.29)
(1.12, -7.00, 0.21)
(2.87, -8.05, 3.71)
(12.18, 3.71, -4.13)
(-0.84, -3.78, -0.63)
(7.14, -5.11, -1.26)
(-1.12, 3.57, -0.56)
(-5.53, 2.66, 6.02)
(5.60, -2.03, -7.14)
(23.24, -24.85, 2.31)
(0.63, -13.02, 8.96)
(1.47, 2.10, -5.88)
(3.36, -4.48, 0.00)
(3.15, 1.19, -5.67)
(3.64, 0.70, -4.13)
(3.64, -0.77, -2.80)
(3.29, -2.17, -3.85)
(2.24, 0.07, -5.46)
(0.84, -1.82, -5.11)
(-1.61, -9.24, 1.96)
(-0.35, -9.52, 1.68)
(1.89, -9.03, 1.05)
(4.34, -4.55, 0.56)
(4.20, -0.35, -2.10)
(2.59, -7.28, 1.12)
(-0.49, -3.08, 5.04)
(0.21, -6.86, -2.10)
(5.39, -1.33, -10.08)
(2.31, -12.11, -15.68)
(29.61, -28.84, -25.48)
(45.71, -3.71, -25.90)
(86.73, 38.22, -49.28)
(41.72, -6.23, 28.21)
(30.73, 7.70, -10.64)
(18.34, -5.53, 16.52)
(23.03, 1.75, 1.47)
(2.94, 20.37, -15.26)
(-8.33, 31.99, -23.80)
(-13.86, -11.27, 13.93)
(5.04, -28.28, -0.21)
(5.46, -12.53, 14.07)
(3.78, -7.42, 11.69)
(0.56, 8.19, 2.73)
(1.33, 0.56, 3.08)
(0.28, -2.31, 2.10)
(1.05, -3.57, 0.77)
(0.77, -1.26, -0.28)
(2.94, -2.73, 0.21)
(0.28, -1.40, 1.68)
(0.49, -0.77, -0.84)
(2.17, -2.24, 0.14)
(3.22, -0.77, 2.03)
(0.84, -1.47, 0.00)
(2.03, -1.82, 2.45)
(1.68, -1.75, -0.63)
(2.31, -3.36, 0.00)
(1.96, -3.29, -0.98)
(1.12, -2.87, -0.07)
(3.08, -2.45, 0.14)
(2.17, -1.89, -0.84)
(3.15, -3.22, -1.05)
