(-54.11, 180.74, 24.71, 100, 30.25)
(-40.74, 135.03, 25.20, 100, 39.39)
(-8.19, 74.76, 4.06, 100, 47.43)
(-12.95, 73.08, 3.99, 100, 56.05)
(-10.08, 82.39, 14.07, 20, 66.13)
(-10.71, 85.89, 14.70, 20, 75.63)
(-10.57, 77.49, 12.53, 20, 81.93)
(-4.13, 47.88, 14.28, 20, 85.86)
(-3.36, 34.51, 17.64, 20, 88.50)
(-3.99, 31.15, 18.20, 20, 89.85)
(-9.10, 24.22, 18.20, 20, 91.01)
(-12.88, 2.66, 21.00, 20, 91.93)
(-17.22, -17.29, 1.96, 20, 92.62)
(-14.98, -13.79, -2.45, 20, 93.16)
(-15.61, -9.03, -1.54, 20, 93.51)
(-13.23, 0.28, 0.00, 20, 93.71)
(-7.91, 9.94, -4.83, 20, 93.80)
(3.01, 19.81, -2.73, 20, 93.78)
(7.98, 20.23, 4.76, 20, 93.63)
(0.98, 5.11, 5.18, 20, 93.59)
(-17.08, 0.00, -3.99, 20, 93.59)
(-26.46, 4.69, -11.76, 20, 93.58)
(-12.53, -0.70, -6.16, 20, 93.61)
(-11.83, 4.13, -4.06, 20, 93.72)
(-8.75, 8.47, 5.25, 20, 93.75)
(3.85, 8.82, 13.23, 20, 93.77)
(11.48, 7.28, 11.62, 20, 93.87)
(-11.41, -19.60, -29.61, 20, 94.00)
(-15.19, 4.41, -21.07, 20, 94.00)
(-18.83, 19.74, -22.40, 20, 93.92)
(-28.70, 9.59, -28.91, 20, 93.71)
(-3.22, 30.94, -13.16, 20, 93.35)
(-6.30, 25.06, -17.08, 20, 92.82)
(-10.85, 14.77, -18.83, 20, 92.31)
(-12.81, 11.83, -17.85, 20, 91.78)
(-14.70, 16.45, -14.35, 20, 91.28)
(-20.02, 28.21, -8.26, 20, 90.78)
(-15.33, 31.57, 0.00, 20, 90.32)
(-8.82, 33.25, 2.03, 20, 90.10)
(-2.73, 25.34, -8.12, 20, 90.10)
(3.71, 12.04, -28.42, 20, 90.06)
(18.55, 10.01, -32.69, 20, 89.98)
(17.15, 28.28, -18.41, 20, 89.88)
(11.27, 36.40, -15.82, 20, 89.53)
(10.64, 31.43, -23.10, 20, 88.90)
(6.86, 20.09, -34.86, 20, 88.22)
(0.14, 19.25, -35.07, 20, 87.50)
(-3.78, 23.24, -30.94, 20, 86.75)
(-2.66, 26.95, -21.14, 20, 85.97)
(-3.92, 30.94, -7.70, 20, 85.21)
(-17.08, 36.12, 30.87, 20, 84.47)
(-16.59, 25.69, 32.34, 20, 84.08)
(-12.39, -3.22, 22.12, 20, 84.00)
(-9.66, -46.06, 35.00, 20, 84.15)
(19.18, -63.07, 92.68, 20, 84.68)
(38.85, -30.03, 77.35, 20, 85.77)
(40.67, -0.28, 36.96, 20, 86.99)
(41.09, 11.76, 40.39, 20, 88.13)
(37.59, 16.45, 44.17, 20, 89.30)
(17.71, 20.51, -1.40, 20, 90.39)
(9.31, 7.91, -17.01, 20, 90.98)
(0.49, -1.82, -26.39, 20, 91.18)
(-14.56, -4.90, -43.54, 20, 91.20)
(-24.85, -9.52, -52.85, 20, 90.95)
(-28.21, -21.00, -55.93, 20, 90.34)
(-26.53, -24.50, -57.33, 20, 89.57)
(-17.43, -35.70, -49.35, 20, 88.64)
(-4.48, -42.70, -39.97, 20, 87.57)
(2.38, -33.53, -24.01, 20, 86.44)
(24.92, -4.41, 11.20, 20, 85.35)
(27.93, 5.88, 24.85, 20, 84.48)
(26.11, 11.62, 32.13, 20, 83.90)
(27.79, 9.03, 32.41, 20, 83.66)
(28.98, -3.01, 24.01, 20, 83.77)
(10.57, -14.07, 3.71, 20, 84.07)
(-2.03, -15.19, -7.77, 20, 84.42)
(-2.87, -8.89, -10.85, 20, 84.65)
(1.82, -5.53, -7.49, 20, 84.72)
(6.86, -6.72, -3.01, 20, 84.64)
(9.17, -0.63, -1.05, 20, 84.51)
(9.10, 3.92, 1.12, 20, 84.33)
(9.52, 3.22, 1.61, 20, 84.21)
(9.24, 1.89, 2.10, 20, 84.16)
(8.19, 3.57, 3.08, 20, 84.14)
(10.92, 12.39, 7.63, 20, 84.14)
(14.91, 16.80, 11.13, 20, 84.18)
(16.31, 18.97, 14.63, 20, 84.30)
(16.24, 15.12, 16.52, 20, 84.49)
(14.14, 9.59, 15.19, 20, 84.76)
(9.17, 7.56, 11.20, 20, 85.09)
(5.53, -1.89, 2.94, 20, 85.41)
(4.06, -7.35, 0.00, 20, 85.67)
(1.61, -11.48, -3.36, 20, 85.87)
(1.05, -12.46, -4.76, 20, 85.96)
(0.49, -10.71, -4.55, 20, 85.93)
(-0.35, -10.57, -4.76, 20, 85.81)
(0.84, -10.64, -3.64, 20, 85.64)
(1.26, -9.94, -2.80, 20, 85.40)
(-0.14, -7.98, -2.87, 20, 85.17)
(-0.49, -4.41, -1.61, 20, 84.96)
(1.12, -2.94, 0.00, 20, 84.77)
(0.21, -2.94, -0.42, 20, 84.64)
(0.56, -3.43, -1.40, 20, 84.55)
(-0.84, -2.24, -1.61, 20, 84.48)
(-2.31, -1.82, -1.40, 20, 84.44)
(-0.28, -5.53, -1.47, 20, 84.41)
(4.13, -8.61, -1.05, 20, 84.34)
(3.64, -7.63, -0.28, 20, 84.25)
(2.94, -5.88, 0.49, 20, 84.15)
(3.01, -4.27, 0.91, 20, 84.09)
(3.99, -4.48, 0.98, 20, 84.04)
(3.43, -4.48, 1.82, 20, 84.03)
(2.24, -5.53, 1.26, 20, 84.07)
(1.40, -5.46, 0.42, 20, 84.15)
(1.47, -6.37, -0.63, 20, 84.24)
(2.17, -8.19, -1.33, 20, 84.29)
(1.89, -7.49, -1.47, 20, 84.29)
(-0.07, -5.32, -1.68, 20, 84.25)
