(-31.36, -57.19, 14.63)
(-12.39, -34.65, 11.55)
(-0.21, -14.14, 3.36)
(-7.35, 6.58, 24.15)
(-10.92, 27.16, 24.01)
(-0.70, 29.75, 17.36)
(19.11, 24.64, -1.40)
(22.75, 53.69, 18.62)
(21.91, 8.89, 20.23)
(-5.67, -9.31, -14.91)
(-11.97, -18.83, -26.53)
(10.36, -14.14, -42.91)
(20.30, -15.89, -24.99)
(-11.06, -44.10, -24.01)
(-53.55, -81.83, -11.76)
(-22.96, 21.49, -23.66)
(51.38, 20.86, -17.78)
(-15.82, -6.09, -12.32)
(0.98, 36.82, 16.03)
(-3.36, 7.42, -8.05)
(16.45, -17.01, -14.98)
(42.14, -20.16, -48.93)
(38.08, 29.12, -57.33)
(-0.98, 10.78, -51.10)
(-15.75, 24.08, -42.28)
(-4.13, -38.08, -17.22)
(-30.87, -55.02, 36.05)
(-0.35, 31.22, -5.04)
(9.24, -7.77, -24.43)
(0.49, 7.35, -45.08)
(5.53, -25.48, 4.97)
(-6.72, -13.93, 1.26)
(-3.50, -24.36, 15.68)
(-5.25, 6.72, 11.27)
(-5.04, -2.94, -14.14)
(-19.18, 18.06, -24.99)
(2.10, 18.34, -10.71)
(-8.05, 1.61, 9.03)
(-22.96, -37.73, 18.06)
(-8.82, -5.25, -9.87)
(3.57, 9.80, -21.63)
(-73.99, -8.75, 22.05)
(-71.89, -17.57, 22.82)
(-60.48, -3.85, 23.10)
(-37.94, 3.85, 6.93)
(-41.16, 3.08, 3.78)
(-39.27, -2.59, -0.56)
(17.36, -21.70, -1.61)
(50.68, 37.73, -8.96)
(30.66, 1.26, -7.28)
(12.88, -15.89, 12.46)
(18.69, -1.89, -6.09)
(9.17, -15.61, 2.10)
(20.09, 9.66, 20.30)
(8.26, -0.98, -11.06)
(2.66, -10.43, -6.16)
(24.50, -7.21, -19.39)
(36.05, -12.60, -29.89)
(54.04, -22.12, -82.74)
(39.69, -10.50, -185.64)
(18.55, -3.29, -160.02)
(-16.38, -6.30, -86.10)
(-18.20, -12.39, -51.38)
(3.15, -5.46, -67.76)
(13.65, -19.46, -69.09)
(7.00, -2.59, -59.43)
(2.17, -4.55, -43.68)
(-11.13, -2.17, -27.02)
(-1.12, -2.59, -21.84)
(0.07, -3.36, -15.12)
(6.79, -4.76, -22.54)
(5.67, -7.21, -16.45)
(1.26, -3.57, -1.54)
(4.48, -3.78, -0.84)
(3.08, -3.71, -1.89)
(2.31, -2.73, -0.21)
(2.59, -3.15, 0.21)
(1.54, -1.89, 1.82)
(1.12, -2.17, 2.59)
(0.00, -1.82, 2.73)
(0.49, -0.56, 0.00)
(1.61, -1.33, 4.76)
(0.00, -0.91, 22.26)
(6.23, 3.64, 34.58)
(14.77, 14.14, 52.50)
