(-0.84, -2.24, 1.89)
(2.03, -2.94, 0.28)
(1.75, -3.78, 0.77)
(1.33, -3.36, 0.21)
(2.87, -3.99, 0.28)
(2.38, -2.17, 0.56)
(-0.77, -2.59, 1.19)
(3.22, -3.22, 0.21)
(2.73, -2.59, 0.91)
(2.80, -2.80, 0.49)
(2.59, -3.15, 0.56)
(2.03, -2.80, 0.70)
(1.89, -3.01, 0.35)
(1.68, -2.45, -0.84)
(1.96, -3.57, -0.14)
(1.68, -3.29, 0.49)
(1.96, -3.36, -0.07)
(1.82, -3.01, -0.14)
(11.13, 12.67, -17.64)
(3.99, -2.17, -2.94)
(1.05, -6.02, -0.84)
(3.50, -1.96, -2.52)
(-3.29, -9.80, -1.33)
(-11.62, -31.36, 12.81)
(8.33, 2.17, -2.66)
(19.74, 3.36, 11.34)
(8.40, -10.71, 5.46)
(-3.43, -21.98, -7.56)
(-27.02, -8.68, 1.68)
(-46.69, 7.21, -5.88)
(-34.58, -11.90, -0.84)
(-31.29, -8.40, -0.49)
(-37.52, -3.99, 5.67)
(-38.22, 4.97, 4.83)
(-34.65, -33.04, 7.70)
(-32.13, -5.11, -1.68)
(-27.58, 14.56, 1.33)
(-43.12, 0.14, 23.38)
(-21.49, 12.11, 2.52)
(-14.63, -19.39, 37.38)
(-13.09, 3.15, -18.06)
(-43.26, -2.94, 8.40)
(-90.16, -19.11, 34.16)
(-41.44, 4.76, 6.72)
(83.51, 4.13, 22.75)
(163.94, 18.76, -5.67)
(67.06, -13.23, -33.32)
(-80.36, -8.54, 12.39)
(-46.83, 8.89, -1.47)
(-14.21, 0.35, 8.19)
(19.53, 7.56, 4.20)
(1.54, -9.94, 7.00)
(9.87, -15.54, 3.22)
(19.67, -9.80, -21.56)
(15.40, -13.51, -26.67)
(21.00, 5.95, -48.02)
(8.54, -7.70, -60.20)
(15.33, -25.97, -49.28)
(16.45, -16.03, -59.22)
(22.26, -1.33, -76.65)
(6.72, -6.44, -67.13)
(-18.41, -36.26, -66.57)
(4.76, -18.06, -86.31)
(10.99, -11.34, -84.42)
(7.70, -18.20, -62.23)
(8.61, -4.41, -44.45)
(2.03, -5.95, -38.57)
(-1.12, -2.17, -40.25)
(-4.48, -3.50, -26.74)
(-2.87, -4.41, -25.27)
(-3.43, -7.00, -17.64)
(-0.63, -3.71, -11.55)
(-0.91, -0.77, -1.68)
(1.05, 0.42, 0.70)
(3.22, -3.64, -2.52)
(2.87, -3.71, -2.73)
(-0.63, -1.89, 5.81)
(-0.28, -1.40, 17.22)
(4.27, 1.82, 22.89)
(4.97, 4.69, 32.06)
(2.17, 3.99, 41.79)
(1.05, 5.67, 64.96)
(5.18, 17.92, 80.01)
(12.67, 18.20, 85.96)
(15.05, 12.67, 98.70)
(-2.31, 17.85, 123.06)
(-9.94, 16.10, 119.42)
(-19.81, 15.89, 96.88)
(-17.50, 12.95, 69.30)
(-25.76, 0.70, 45.15)
(-13.93, -5.74, 35.00)
(-11.83, 0.00, 23.17)
(-3.22, -1.12, 15.40)
(0.49, -2.80, 10.50)
(12.67, -4.13, 5.67)
(15.47, -6.44, -19.81)
(10.08, -0.63, 1.82)
(23.38, 0.35, -4.69)
(20.79, -2.73, -22.61)
(-0.42, -14.77, -9.24)
(5.39, 2.45, -11.97)
(12.32, 13.44, -1.12)
(13.16, 0.63, -11.55)
(14.28, -12.81, 6.58)
(8.89, -13.86, 17.99)
(38.01, 10.50, -24.50)
(7.98, 21.14, -38.01)
(21.49, 7.63, -10.08)
(43.12, -23.94, -11.90)
(37.24, -19.25, -0.56)
(27.09, -45.57, 3.01)
(38.85, -5.81, -4.69)
(4.20, -35.49, 34.16)
(4.97, -4.34, 4.97)
(-9.94, -3.71, 17.08)
(3.57, 3.36, 3.78)
(3.64, 2.31, 3.64)
(8.68, 4.83, -4.97)
(11.69, -2.10, 7.77)
(-4.62, 2.24, 1.68)
(-3.85, 2.10, -1.75)
(3.78, -2.17, -0.56)
(6.23, -1.05, -5.74)
(5.95, -3.08, -0.98)
(3.78, -1.61, -1.47)
(2.52, -2.87, -0.49)
(2.52, -2.87, 0.07)
(2.24, -3.01, 0.63)
(1.82, -3.50, 0.42)
(1.19, -4.06, 0.70)
(2.45, -3.29, 0.63)
(2.31, -3.78, 0.14)
(-1.40, -3.50, 0.35)
(2.24, -3.50, -0.28)
(2.52, -2.87, 0.28)
(2.24, -3.71, 0.28)
