(-48.23, -10.28, -1.05)
(4.62, 0.91, 1.89)
(2.59, -3.99, 8.75)
(-1.61, -0.21, 6.72)
(-3.01, 33.67, -28.21)
(-0.49, -4.48, 0.21)
(2.59, -1.54, -0.63)
(3.08, -2.66, -0.84)
(3.50, -2.03, -0.14)
(2.87, -3.08, -0.63)
(3.99, -3.71, -3.78)
(1.89, -3.29, -1.05)
(1.47, -2.52, -0.42)
(3.15, -2.38, -1.26)
(4.41, -1.19, -0.14)
(5.25, -0.07, -2.87)
(1.89, -2.45, -1.12)
(4.62, -5.32, -6.93)
(24.85, -3.64, -7.77)
(-22.47, -45.99, 12.60)
(-9.87, -194.39, -81.20)
(-29.68, -14.77, -35.70)
(-62.02, 100.66, 118.72)
(-28.42, -13.86, -5.53)
(117.32, -45.57, -269.01)
(-79.31, 147.56, 219.03)
(-47.46, 86.94, 74.48)
(102.34, -11.20, -232.68)
(70.07, 98.70, 18.69)
(-106.40, 199.99, 299.11)
(19.95, -85.33, -119.28)
(105.21, -135.45, -51.66)
(-50.89, 121.73, 218.26)
(-30.66, -38.29, -7.63)
(21.63, 99.96, -50.33)
(56.07, 62.58, -124.88)
(35.21, 43.33, -0.14)
(-7.21, 13.30, 12.95)
(27.86, -21.07, -0.56)
(-1.89, -18.90, 15.68)
(-23.38, -18.76, -3.57)
(51.24, 38.99, -20.72)
(29.96, 83.16, -56.56)
(47.74, 0.63, -33.74)
(-52.01, -22.68, 35.49)
(-63.77, -16.73, 7.91)
(-98.21, -41.30, 13.65)
(-38.01, -8.19, 24.22)
(104.16, 1.82, 7.84)
(246.82, 70.77, -42.21)
(-38.64, -57.54, -11.97)
(-128.87, -24.99, 25.76)
(-173.32, -62.86, 43.33)
(29.26, 1.75, 4.55)
(74.13, -10.08, -18.27)
(95.41, -1.12, -41.51)
(68.67, -14.70, -71.26)
(40.95, 6.16, -116.83)
(34.65, -8.75, -146.51)
(7.07, -36.68, -167.44)
(-15.26, -39.06, -104.93)
(-13.93, -34.44, -135.80)
(-7.77, -19.74, -84.84)
(-6.09, -34.37, -48.51)
(-8.05, -20.51, -15.68)
(2.66, -16.24, -15.40)
(8.75, -9.87, -24.22)
(2.24, -6.93, -22.75)
(-0.14, -7.14, -16.45)
(-1.54, -3.78, -13.37)
(1.68, -4.48, -9.31)
(3.43, -3.15, -7.91)
(1.89, -4.06, -7.77)
(1.96, 2.80, -8.61)
(-0.63, 0.49, -3.29)
(-2.31, 0.70, 24.99)
(5.18, 2.94, 56.84)
(10.29, 29.61, 90.79)
(12.25, 25.34, 132.72)
(12.53, 35.49, 187.18)
(14.98, 36.33, 229.74)
(-31.01, -8.89, 206.78)
(-4.90, 12.39, 114.10)
(31.57, 44.24, -13.93)
(-0.42, 18.62, 9.38)
(-18.83, -6.16, 20.30)
(-14.84, -22.26, 8.89)
(13.44, 21.84, -19.46)
(-5.25, -5.11, -4.55)
(-2.66, 5.18, -6.93)
(-3.57, 7.07, 2.94)
(-11.20, -11.97, 6.16)
(5.81, -10.92, 2.59)
(11.62, -5.53, -3.57)
(4.97, -9.03, 6.16)
(2.80, -5.25, 4.83)
(19.88, 11.83, -10.85)
(13.09, 5.74, 3.92)
(12.67, -10.36, 10.50)
(3.29, -6.09, -1.05)
(2.38, 7.21, 11.27)
(-0.42, -4.34, 5.18)
(22.47, -11.34, -16.94)
(15.47, 3.57, -28.56)
(-0.49, -1.54, -2.10)
(-6.37, -5.32, 5.81)
(-5.53, -2.03, 2.03)
(6.79, -4.13, 2.17)
(13.65, 0.28, -0.70)
(94.92, -63.14, 14.21)
(-196.42, 56.28, -40.81)
(9.94, 48.72, -115.08)
(247.24, -89.88, -45.92)
(33.18, 69.30, -60.90)
(-258.09, -7.42, 22.33)
(128.45, -86.80, -25.97)
(141.26, 24.08, -42.77)
(-319.76, 12.46, 154.91)
(-10.71, -66.15, 38.08)
(269.08, -6.58, -112.98)
(-109.27, 61.04, 84.56)
(-41.37, -10.15, -123.34)
(147.70, -60.76, -254.45)
(-145.39, 133.98, 349.09)
(-58.45, -120.05, 93.94)
(71.19, -76.37, -296.17)
(78.96, 133.07, 53.76)
(-101.43, 199.57, 279.02)
(-10.15, -59.99, -103.88)
(30.31, -130.13, -330.96)
(-41.51, 194.67, 278.95)
(-18.06, 71.75, 233.94)
(11.48, 68.88, -92.75)
(-27.44, -68.11, -70.56)
(47.32, 37.52, -82.11)
(21.77, 45.71, 25.62)
(-4.48, 12.46, 13.37)
(-16.10, -19.53, 14.63)
(-12.32, -15.40, -4.83)
(-8.75, -18.90, 1.75)
(-13.16, -18.83, 7.21)
(-9.80, -2.59, -6.37)
(-2.94, -8.26, -1.40)
(-1.33, -3.36, 2.52)
(8.40, 10.64, 2.31)
(6.58, 0.63, 5.25)
