(2.73, -5.95, 2.52, 100, -7.62)
(2.45, -4.48, 0.56, 100, -7.42)
(0.77, -4.41, 0.49, 100, -7.14)
(5.46, -2.38, 2.80, 100, -6.66)
(4.48, -6.44, -2.24, 100, -6.30)
(7.42, -1.89, 9.17, 100, -6.13)
(0.77, -5.39, -1.12, 100, -5.93)
(0.14, 1.33, -1.68, 100, -5.92)
(2.59, -5.32, -2.10, 100, -6.04)
(1.19, -1.96, -1.19, 100, -6.27)
(1.61, -3.85, -4.55, 100, -6.42)
(3.15, -2.59, 2.24, 100, -6.84)
(2.66, -8.12, -0.35, 100, -7.10)
(3.22, -0.21, 6.02, 100, -7.48)
(-0.35, -2.52, -0.35, 100, -7.63)
(1.26, -4.34, -3.36, 100, -7.80)
(1.61, -1.75, -3.08, 100, -7.96)
(0.98, -1.96, -9.17, 100, -8.23)
(5.04, -10.43, -12.25, 100, -8.53)
(4.41, -2.10, -10.92, 100, -9.26)
(-0.70, 7.21, -1.05, 100, -10.14)
(0.91, -6.65, -9.03, 100, -11.06)
(0.49, -8.54, 1.40, 100, -9.30)
(0.70, -7.07, 4.69, 100, -7.18)
(3.64, 0.98, 5.67, 100, -4.58)
(0.00, -3.78, 1.05, 100, -1.66)
(2.24, -9.38, 1.89, 100, 1.48)
(-0.14, -7.91, -0.84, 100, 2.19)
(3.36, 3.92, -0.77, 100, 2.57)
(-1.47, 1.68, -10.85, 100, 2.71)
(-6.51, -2.87, -35.00, 100, 2.54)
(-16.52, 4.69, -89.67, 100, 1.60)
(-20.16, 9.17, -95.06, 100, -1.31)
(-4.62, -1.12, -83.37, 100, -5.95)
(-5.18, 1.05, -60.48, 100, -12.19)
(-12.88, -4.76, -57.68, 100, -19.42)
(-15.33, -4.20, -43.05, 100, -27.10)
(-19.67, -1.89, -57.96, 100, -33.83)
(-5.53, 8.54, -66.92, 100, -39.79)
(-7.56, 5.60, -60.62, 100, -45.44)
(-6.51, 9.45, -62.86, 100, -51.09)
(-2.10, 12.11, -57.82, 100, -56.86)
(0.21, 10.22, -47.53, 20, -62.99)
(0.84, 7.63, -48.86, 20, -68.19)
(2.59, 5.95, -49.56, 20, -72.24)
(3.22, 5.39, -49.84, 20, -75.28)
(3.29, 4.13, -50.89, 20, -77.25)
(1.82, 2.03, -52.15, 20, -78.25)
(-6.02, 0.70, -56.98, 20, -79.26)
(-7.28, -0.42, -55.30, 20, -80.30)
(-5.04, -1.61, -51.73, 20, -81.36)
(-4.76, -0.98, -48.16, 20, -82.43)
