(1.19, -2.80, -0.35)
(1.40, -3.15, -0.70)
(3.22, -2.87, -2.03)
(2.10, -3.29, 0.35)
(2.52, -3.01, -1.40)
(2.45, -2.94, -0.21)
(2.80, -3.22, -1.68)
(2.87, -3.57, -2.03)
(0.91, -2.87, -0.28)
(2.03, -3.78, -0.91)
(2.03, -3.15, 0.00)
(3.71, -3.22, 1.89)
(1.75, -2.45, 0.49)
(2.03, -2.31, -0.14)
(5.18, -3.57, -2.03)
(7.84, -3.64, -0.14)
(9.10, 0.42, 0.70)
(11.34, 29.61, -21.00)
(-6.51, -10.85, -15.26)
(-35.00, -33.88, -20.23)
(-55.16, -17.85, -0.28)
(-38.50, 17.36, 5.74)
(-89.04, -15.82, 24.50)
(-103.04, -9.31, 27.23)
(-40.32, -4.90, 2.80)
(-3.92, 15.05, 5.95)
(-20.72, -18.76, 28.28)
(-32.83, -9.59, -2.45)
(-47.53, 6.44, 16.52)
(-31.85, 17.15, -1.82)
(-26.32, 1.68, 21.42)
(-30.87, 16.10, 12.32)
(18.06, 3.99, -13.09)
(19.60, -16.87, -4.48)
(30.73, -10.71, -21.98)
(24.92, -25.13, -19.74)
(28.42, -7.98, -21.00)
(24.57, 7.21, -26.39)
(18.27, 11.13, -29.96)
(16.80, 8.26, -62.16)
(33.04, 22.12, -155.68)
(49.07, -51.03, -153.86)
(28.42, 18.76, -140.07)
(-14.00, -22.26, -60.69)
(2.38, -14.00, -47.81)
(13.65, -3.71, -50.26)
(3.64, -1.12, -30.52)
(6.86, -3.15, -31.99)
(3.85, -0.42, -29.19)
(3.08, -1.75, -23.10)
(1.12, -1.33, -11.20)
(-1.54, -3.78, -7.07)
(-0.56, -3.57, -1.33)
(3.22, -4.97, -1.12)
(4.55, -2.52, -7.14)
(3.78, -4.62, -8.96)
(1.40, -3.15, -3.50)
(-0.77, -1.89, -2.73)
(1.40, -2.31, 1.96)
(1.89, -3.22, 3.78)
(3.15, -2.45, -0.49)
(1.26, -3.15, 0.42)
(1.47, -3.01, -0.91)
(1.47, -2.10, 1.89)
(0.28, -2.73, 5.81)
(0.28, -1.19, 8.75)
(1.05, 0.28, 9.80)
(3.57, 7.21, 20.79)
(4.41, 11.62, 53.83)
(11.55, 14.98, 100.87)
(28.77, 45.08, 126.14)
(30.10, 50.89, 161.70)
(-7.84, 17.57, 179.55)
(-11.97, -14.28, 104.58)
(20.30, 12.81, 51.10)
(29.19, 1.82, 33.25)
(21.07, 3.71, 1.54)
(24.92, 7.56, 3.85)
(11.83, 1.47, 6.93)
(5.81, -1.19, 10.01)
(4.06, -4.34, 8.26)
(-1.89, -2.59, 4.69)
(-3.08, -6.86, 0.28)
(-1.96, -7.35, -0.49)
(0.42, -2.87, -5.95)
(2.94, -12.25, 17.78)
(22.19, 5.46, -7.56)
(16.94, 14.84, -5.46)
(16.73, 4.34, -4.34)
(21.35, 3.78, -11.13)
(-0.14, -24.71, 12.53)
(0.70, -0.14, -0.35)
(10.01, -4.48, 6.23)
(20.44, 1.12, -2.87)
(13.16, -10.78, -1.75)
(29.47, -8.47, 9.10)
(20.58, -10.08, -12.46)
(40.60, -24.36, -10.15)
(35.56, -35.00, -0.07)
(44.38, -35.42, -9.80)
(52.22, -34.86, -9.80)
(50.26, -9.03, -21.42)
(63.49, 8.05, -15.82)
(30.03, 37.45, -2.80)
(3.15, 15.12, 21.63)
(-8.75, -1.12, -2.10)
(-17.08, -2.45, 2.66)
(-2.17, -3.78, 2.24)
(1.47, -4.13, -0.56)
(0.98, -2.80, 1.19)
(1.33, -2.94, 0.28)
(2.10, -3.43, 0.14)
(1.26, -3.43, 0.70)
(-6.72, -4.62, 0.91)
(1.47, -3.22, -0.07)
(1.26, -3.29, -0.21)
(0.42, -2.03, -1.82)
(0.00, -3.01, -0.77)
(0.63, -2.73, -0.63)
(2.03, -2.45, -0.14)
(2.03, -3.08, -0.14)
(2.31, -3.01, -0.35)
(2.24, -2.80, 0.63)
(1.82, -3.50, 0.14)
(1.96, -3.08, -0.42)
(1.82, -3.15, -0.07)
