(4.41, -7.28, -1.89)
(5.88, -9.87, 1.40)
(7.49, -6.58, 0.70)
(4.55, 0.56, -0.07)
(1.05, -0.35, 0.21)
(2.17, 0.98, -0.63)
(-2.45, -2.80, 2.31)
(28.70, 25.34, -12.39)
(6.37, -15.61, 25.34)
(106.54, 18.27, -40.53)
(-35.84, 68.81, 8.19)
(-11.13, -7.77, 17.57)
(-61.81, -21.56, 5.67)
(29.96, -7.56, -15.54)
(23.45, 2.59, -26.88)
(-10.85, -17.08, 16.31)
(-0.91, -7.00, -17.85)
(7.63, -3.57, 1.40)
(20.37, 0.49, -6.51)
(11.97, 8.61, -3.43)
(10.64, -17.36, 11.83)
(-1.05, -9.94, 6.37)
(-21.28, -12.67, 2.03)
(3.43, 5.25, -5.88)
(-50.75, -9.66, 0.63)
(2.31, 25.06, 6.02)
(4.97, 26.88, 11.13)
(21.98, 28.91, -2.24)
(-57.26, -12.11, 1.68)
(-21.28, -17.92, 0.98)
(15.05, -4.34, -2.17)
(25.20, -16.17, -4.83)
(28.28, -12.46, -5.88)
(33.39, -21.56, -2.87)
(31.78, -0.07, -9.03)
(15.75, 4.48, -10.01)
(9.45, -0.21, -7.98)
(0.56, -8.40, -4.41)
(5.18, -6.79, -7.98)
(5.46, -11.20, -2.52)
(6.51, -9.38, 6.79)
(-7.63, -7.56, 3.99)
(-1.68, 1.82, -0.35)
(5.32, -0.49, -3.22)
(5.04, -4.06, 2.87)
(7.77, -5.39, 3.36)
(0.56, 1.68, -7.07)
(12.53, -1.61, -37.73)
(33.95, -32.06, -87.71)
(53.83, 13.72, -170.73)
(7.35, -5.46, -153.44)
(-7.35, -5.25, -103.81)
(-15.40, -9.24, -70.28)
(-0.49, 2.10, -45.22)
(-0.98, -0.84, -42.21)
(-3.15, 7.14, -34.16)
(-1.47, 2.38, -23.87)
(2.38, 3.15, -21.70)
(2.38, 3.57, -19.88)
(0.98, 2.03, -16.31)
(0.49, 1.40, -11.48)
(3.57, -0.77, -10.36)
(2.80, 0.00, -10.71)
(0.63, -1.40, -9.59)
(2.03, -3.99, -9.73)
(2.17, -2.52, -9.94)
(1.47, -2.94, -6.72)
(2.73, -1.40, -6.72)
(3.22, -1.47, -8.68)
(2.94, -3.29, -11.97)
(2.87, -0.84, -11.13)
(2.38, -1.82, -11.48)
(2.03, -0.98, -9.52)
(-0.49, -5.32, 0.35)
(1.96, -4.90, 0.14)
(1.33, -3.29, -2.66)
(1.05, -0.42, -4.06)
(1.89, -1.05, 7.77)
(4.20, -9.31, 42.70)
(-0.28, -11.13, 80.43)
(1.82, -7.98, 94.99)
(0.91, -14.07, 109.41)
(5.81, -17.29, 133.00)
(-21.49, -21.56, 155.47)
(-44.73, -51.17, 155.82)
(-17.92, -1.96, 91.98)
(13.86, 19.95, 52.57)
(-4.69, -29.89, 46.62)
(-2.03, -11.62, 20.23)
(-2.45, 4.97, 1.40)
(-3.50, 5.95, 4.20)
(2.59, 1.26, 3.22)
(6.37, -3.85, 0.56)
(3.50, -5.46, 0.77)
(-1.33, -8.05, 6.37)
(1.82, 3.99, -0.77)
(1.96, -2.66, -0.63)
(4.76, -11.20, 1.33)
(2.38, -2.03, -2.10)
(-5.88, -3.92, 5.18)
(-9.24, -5.81, -4.55)
(-23.31, -16.03, -1.75)
(1.75, 1.05, -0.77)
(15.89, 36.26, -6.30)
(-13.86, -22.68, -1.05)
(-2.03, -4.27, 12.81)
(21.70, 0.21, 4.13)
(31.50, -2.17, -4.69)
(57.82, 8.26, -1.82)
(66.43, -16.87, 1.96)
(35.07, 3.78, -5.04)
(-2.45, -3.08, 9.38)
(37.10, -6.44, -17.78)
(-45.15, -33.04, 14.49)
(-7.42, 19.18, -20.37)
(-47.53, -23.73, 17.01)
(-30.17, -8.54, 7.56)
(-21.14, -26.60, 27.16)
(28.56, 178.29, 54.88)
(-46.55, 164.08, 13.09)
(-38.29, 117.53, 32.83)
(0.63, 98.00, -11.62)
(17.78, 46.20, -1.33)
(21.00, 60.76, -0.07)
(42.63, 69.37, -26.11)
(298.55, 51.80, 12.74)
(17.43, 24.15, -3.78)
(16.03, -2.31, 17.29)
(-4.27, -2.52, 3.08)
(0.14, -2.94, -0.07)
(4.27, -3.64, 2.38)
(0.77, -4.27, 2.24)
(1.19, -6.93, 2.31)
(-0.70, -5.18, -2.17)
(1.82, -5.39, 0.07)
(5.88, 3.29, 9.03)
